opid,speakername,item,itemLabel,born,year,month,day,sexLabel,dist
9460,Luc Thériault,http://www.wikidata.org/entity/Q1396130,Luc Thériault,1960-01-31,1960,1,31,male,0
224177,Luc Thériault,http://www.wikidata.org/entity/Q1396130,Luc Thériault,1960-01-31,1960,1,31,male,0
8446,John Williamson,http://www.wikidata.org/entity/Q14946726,John Williamson,1970-01-30,1970,1,30,male,0
9999,Mélanie Joly,http://www.wikidata.org/entity/Q15054353,Mélanie Joly,1979-01-16,1979,1,16,female,0
214327,Mélanie Joly,http://www.wikidata.org/entity/Q15054353,Mélanie Joly,1979-01-16,1979,1,16,female,0
214117,Mélanie Joly,http://www.wikidata.org/entity/Q15054353,Mélanie Joly,1979-01-16,1979,1,16,female,0
241627,Mélanie Joly,http://www.wikidata.org/entity/Q15054353,Mélanie Joly,1979-01-16,1979,1,16,female,0
9263,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
218051,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
216773,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
234446,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
216139,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
218245,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
217674,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
218443,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
216517,Ted Falk,http://www.wikidata.org/entity/Q15300563,Ted Falk,1960-05-23,1960,5,23,male,0
81,Stockwell Day,http://www.wikidata.org/entity/Q1556889,Stockwell Day,1950-08-16,1950,8,16,male,0
435,Pierre Lemieux,http://www.wikidata.org/entity/Q15630791,Pierre Lemieux,1963-04-09,1963,4,9,male,0
212,Rob Nicholson,http://www.wikidata.org/entity/Q1566929,Rob Nicholson,1952-04-29,1952,4,29,male,0
216772,Rob Nicholson,http://www.wikidata.org/entity/Q1566929,Rob Nicholson,1952-04-29,1952,4,29,male,0
234604,Rob Nicholson,http://www.wikidata.org/entity/Q1566929,Rob Nicholson,1952-04-29,1952,4,29,male,0
217546,Rob Nicholson,http://www.wikidata.org/entity/Q1566929,Rob Nicholson,1952-04-29,1952,4,29,male,0
242449,Rob Nicholson,http://www.wikidata.org/entity/Q1566929,Rob Nicholson,1952-04-29,1952,4,29,male,0
9244,Joan Crockatt,http://www.wikidata.org/entity/Q16187027,Joan Crockatt,1955-12-05,1955,12,5,female,0
9382,Kerry Diotte,http://www.wikidata.org/entity/Q16187047,Kerry Diotte,1956-02-26,1956,2,26,male,0
213898,Kerry Diotte,http://www.wikidata.org/entity/Q16187047,Kerry Diotte,1956-02-26,1956,2,26,male,0
216748,Kerry Diotte,http://www.wikidata.org/entity/Q16187047,Kerry Diotte,1956-02-26,1956,2,26,male,0
218055,Kerry Diotte,http://www.wikidata.org/entity/Q16187047,Kerry Diotte,1956-02-26,1956,2,26,male,0
242575,Kerry Diotte,http://www.wikidata.org/entity/Q16187047,Kerry Diotte,1956-02-26,1956,2,26,male,0
573,Carol Hughes,http://www.wikidata.org/entity/Q16192760,Carol Hughes,1958-11-26,1958,11,26,female,0
214948,Carol Hughes,http://www.wikidata.org/entity/Q16192760,Carol Hughes,1958-11-26,1958,11,26,female,0
8810,Susan Truppe,http://www.wikidata.org/entity/Q16193400,Susan Truppe,1959-08-20,1959,8,20,female,0
241487,Richard Martel,http://www.wikidata.org/entity/Q16194184,Richard Martel,1961-03-23,1961,3,23,male,0
242427,Richard Martel,http://www.wikidata.org/entity/Q16194184,Richard Martel,1961-03-23,1961,3,23,male,0
242423,Richard Martel,http://www.wikidata.org/entity/Q16194184,Richard Martel,1961-03-23,1961,3,23,male,0
10335,Hunter Tootoo,http://www.wikidata.org/entity/Q16195363,Hunter Tootoo,1963-08-18,1963,8,18,male,0
214600,Hunter Tootoo,http://www.wikidata.org/entity/Q16195363,Hunter Tootoo,1963-08-18,1963,8,18,male,0
8753,Bernard Trottier,http://www.wikidata.org/entity/Q16196303,Bernard Trottier,1965-03-13,1965,3,13,male,0
9892,Ahmed Hussen,http://www.wikidata.org/entity/Q16211070,Ahmed Hussen,1976-01-01,1976,1,1,male,0
215966,Ahmed Hussen,http://www.wikidata.org/entity/Q16211070,Ahmed Hussen,1976-01-01,1976,1,1,male,0
219678,Ahmed Hussen,http://www.wikidata.org/entity/Q16211070,Ahmed Hussen,1976-01-01,1976,1,1,male,0
229219,Ahmed Hussen,http://www.wikidata.org/entity/Q16211070,Ahmed Hussen,1976-01-01,1976,1,1,male,0
8918,Kellie Leitch,http://www.wikidata.org/entity/Q16211870,Kellie Leitch,1970-07-30,1970,7,30,female,0
218079,Kellie Leitch,http://www.wikidata.org/entity/Q16211870,Kellie Leitch,1970-07-30,1970,7,30,female,0
217556,Kellie Leitch,http://www.wikidata.org/entity/Q16211870,Kellie Leitch,1970-07-30,1970,7,30,female,0
221856,Kellie Leitch,http://www.wikidata.org/entity/Q16211870,Kellie Leitch,1970-07-30,1970,7,30,female,0
242450,Kellie Leitch,http://www.wikidata.org/entity/Q16211870,Kellie Leitch,1970-07-30,1970,7,30,female,0
9603,Mark Gerretsen,http://www.wikidata.org/entity/Q16215273,Mark Gerretsen,1975-06-05,1975,6,5,male,0
215973,Mark Gerretsen,http://www.wikidata.org/entity/Q16215273,Mark Gerretsen,1975-06-05,1975,6,5,male,0
9501,Jean-Yves Duclos,http://www.wikidata.org/entity/Q1685302,Jean-Yves Duclos,1965-01-01,1965,1,1,male,0
214003,Jean-Yves Duclos,http://www.wikidata.org/entity/Q1685302,Jean-Yves Duclos,1965-01-01,1965,1,1,male,0
6424,Mario Beaulieu,http://www.wikidata.org/entity/Q17174697,Mario Beaulieu,1959-01-01,1959,1,1,male,0
214282,Mario Beaulieu,http://www.wikidata.org/entity/Q17174697,Mario Beaulieu,1959-01-01,1959,1,1,male,0
9281,John Barlow,http://www.wikidata.org/entity/Q17305669,John Barlow,1971-10-13,1971,10,13,male,0
218367,John Barlow,http://www.wikidata.org/entity/Q17305669,John Barlow,1971-10-13,1971,10,13,male,0
234393,John Barlow,http://www.wikidata.org/entity/Q17305669,John Barlow,1971-10-13,1971,10,13,male,0
217780,John Barlow,http://www.wikidata.org/entity/Q17305669,John Barlow,1971-10-13,1971,10,13,male,0
217975,John Barlow,http://www.wikidata.org/entity/Q17305669,John Barlow,1971-10-13,1971,10,13,male,0
217695,John Barlow,http://www.wikidata.org/entity/Q17305669,John Barlow,1971-10-13,1971,10,13,male,0
9285,Arnold Chan,http://www.wikidata.org/entity/Q17305769,Arnold Chan,1967-06-10,1967,6,10,male,0
214867,Arnold Chan,http://www.wikidata.org/entity/Q17305769,Arnold Chan,1967-06-10,1967,6,10,male,0
218835,Arnold Chan,http://www.wikidata.org/entity/Q17305769,Arnold Chan,1967-06-10,1967,6,10,male,0
9556,James Maloney,http://www.wikidata.org/entity/Q17386312,James Maloney,1964-07-16,1964,7,16,male,0
219477,James Maloney,http://www.wikidata.org/entity/Q17386312,James Maloney,1964-07-16,1964,7,16,male,0
9276,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
217352,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
234442,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
216679,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
216970,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
217512,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
218673,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
242434,David Yurdiga,http://www.wikidata.org/entity/Q17513253,David Yurdiga,1964-03-26,1964,3,26,male,0
9243,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,Erin O'Toole,1973-01-22,1973,1,22,male,0
217509,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,Erin O'Toole,1973-01-22,1973,1,22,male,0
234765,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,Erin O'Toole,1973-01-22,1973,1,22,male,0
216104,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,Erin O'Toole,1973-01-22,1973,1,22,male,0
216905,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,Erin O'Toole,1973-01-22,1973,1,22,male,0
218606,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,Erin O'Toole,1973-01-22,1973,1,22,male,0
216201,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,Erin O'Toole,1973-01-22,1973,1,22,male,0
8959,Mark Adler,http://www.wikidata.org/entity/Q1841200,Mark Adler,1962-03-17,1962,3,17,male,0
9294,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
217578,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
234433,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
216140,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
237017,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
237008,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
242458,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
242533,Jim Eglinski,http://www.wikidata.org/entity/Q18685856,Jim Eglinski,1948-12-15,1948,12,15,male,0
9299,Pat Perkins,http://www.wikidata.org/entity/Q18720188,Pat Perkins,1953-09-03,1953,9,3,female,0
546,Thomas Mulcair,http://www.wikidata.org/entity/Q1892814,Thomas Mulcair,1954-10-24,1954,10,24,male,0
213985,Thomas Mulcair,http://www.wikidata.org/entity/Q1892814,Thomas Mulcair,1954-10-24,1954,10,24,male,0
262,Mario Silva,http://www.wikidata.org/entity/Q1899045,Mario Silva,1966-06-11,1966,6,11,male,0
9770,Jane Philpott,http://www.wikidata.org/entity/Q19428856,Jane Philpott,1960-11-23,1960,11,23,female,0
214328,Jane Philpott,http://www.wikidata.org/entity/Q19428856,Jane Philpott,1960-11-23,1960,11,23,female,0
233807,Jane Philpott,http://www.wikidata.org/entity/Q19428856,Jane Philpott,1960-11-23,1960,11,23,female,0
214288,Jane Philpott,http://www.wikidata.org/entity/Q19428856,Jane Philpott,1960-11-23,1960,11,23,female,0
10273,Jody Wilson-Raybould,http://www.wikidata.org/entity/Q19428900,Jody Wilson-Raybould,1971-03-23,1971,3,23,female,0
214903,Jody Wilson-Raybould,http://www.wikidata.org/entity/Q19428900,Jody Wilson-Raybould,1971-03-23,1971,3,23,female,0
245011,Michael Barrett,http://www.wikidata.org/entity/Q19876367,Michael Barrett,1984-01-01,1984,1,1,male,0
245457,Michael Barrett,http://www.wikidata.org/entity/Q19876367,Michael Barrett,1984-01-01,1984,1,1,male,0
399,André Arthur,http://www.wikidata.org/entity/Q2037792,André Arthur,1943-12-21,1943,12,21,male,0
94,Gilles Duceppe,http://www.wikidata.org/entity/Q205319,Gilles Duceppe,1947-07-22,1947,7,22,male,0
132,Stephen Harper,http://www.wikidata.org/entity/Q206,Stephen Harper,1959-04-30,1959,4,30,male,0
10557,Nathaniel Erskine-Smith,http://www.wikidata.org/entity/Q20676568,Nathaniel Erskine-Smith,1984-06-15,1984,6,15,male,0
220086,Nathaniel Erskine-Smith,http://www.wikidata.org/entity/Q20676568,Nathaniel Erskine-Smith,1984-06-15,1984,6,15,male,0
229706,Nathaniel Erskine-Smith,http://www.wikidata.org/entity/Q20676568,Nathaniel Erskine-Smith,1984-06-15,1984,6,15,male,0
121,Ralph Goodale,http://www.wikidata.org/entity/Q2070905,Ralph Goodale,1949-10-05,1949,10,5,male,0
214405,Ralph Goodale,http://www.wikidata.org/entity/Q2070905,Ralph Goodale,1949-10-05,1949,10,5,male,0
129,Helena Guergis,http://www.wikidata.org/entity/Q2086479,Helena Guergis,1969-02-19,1969,2,19,female,0
9835,David Lametti,http://www.wikidata.org/entity/Q21064615,David Lametti,1962-08-10,1962,8,10,male,0
219811,David Lametti,http://www.wikidata.org/entity/Q21064615,David Lametti,1962-08-10,1962,8,10,male,0
229508,David Lametti,http://www.wikidata.org/entity/Q21064615,David Lametti,1962-08-10,1962,8,10,male,0
234557,David Lametti,http://www.wikidata.org/entity/Q21064615,David Lametti,1962-08-10,1962,8,10,male,0
219770,David Lametti,http://www.wikidata.org/entity/Q21064615,David Lametti,1962-08-10,1962,8,10,male,0
245291,David Lametti,http://www.wikidata.org/entity/Q21064615,David Lametti,1962-08-10,1962,8,10,male,0
10263,Ken McDonald,http://www.wikidata.org/entity/Q21066146,Ken McDonald,1959-06-01,1959,6,1,male,0
215924,Ken McDonald,http://www.wikidata.org/entity/Q21066146,Ken McDonald,1959-06-01,1959,6,1,male,0
219666,Ken McDonald,http://www.wikidata.org/entity/Q21066146,Ken McDonald,1959-06-01,1959,6,1,male,0
242900,Ken McDonald,http://www.wikidata.org/entity/Q21066146,Ken McDonald,1959-06-01,1959,6,1,male,0
9726,Francis Drouin,http://www.wikidata.org/entity/Q21155044,Francis Drouin,1983-10-07,1983,10,7,male,0
215938,Francis Drouin,http://www.wikidata.org/entity/Q21155044,Francis Drouin,1983-10-07,1983,10,7,male,0
10314,Majid Jowhari,http://www.wikidata.org/entity/Q21156165,Majid Jowhari,1960-10-24,1960,10,24,male,0
215954,Majid Jowhari,http://www.wikidata.org/entity/Q21156165,Majid Jowhari,1960-10-24,1960,10,24,male,0
236951,Majid Jowhari,http://www.wikidata.org/entity/Q21156165,Majid Jowhari,1960-10-24,1960,10,24,male,0
10068,Ali Ehsassi,http://www.wikidata.org/entity/Q21156200,Ali Ehsassi,1970-04-24,1970,4,24,male,0
216100,Ali Ehsassi,http://www.wikidata.org/entity/Q21156200,Ali Ehsassi,1970-04-24,1970,4,24,male,0
234524,Ali Ehsassi,http://www.wikidata.org/entity/Q21156200,Ali Ehsassi,1970-04-24,1970,4,24,male,0
230398,Ali Ehsassi,http://www.wikidata.org/entity/Q21156200,Ali Ehsassi,1970-04-24,1970,4,24,male,0
8577,Pierre Paul-Hus,http://www.wikidata.org/entity/Q21158711,Pierre Paul-Hus,1969-11-05,1969,11,5,male,0
217920,Pierre Paul-Hus,http://www.wikidata.org/entity/Q21158711,Pierre Paul-Hus,1969-11-05,1969,11,5,male,0
234723,Pierre Paul-Hus,http://www.wikidata.org/entity/Q21158711,Pierre Paul-Hus,1969-11-05,1969,11,5,male,0
234460,Pierre Paul-Hus,http://www.wikidata.org/entity/Q21158711,Pierre Paul-Hus,1969-11-05,1969,11,5,male,0
218113,Pierre Paul-Hus,http://www.wikidata.org/entity/Q21158711,Pierre Paul-Hus,1969-11-05,1969,11,5,male,0
234445,Pierre Paul-Hus,http://www.wikidata.org/entity/Q21158711,Pierre Paul-Hus,1969-11-05,1969,11,5,male,0
218605,Pierre Paul-Hus,http://www.wikidata.org/entity/Q21158711,Pierre Paul-Hus,1969-11-05,1969,11,5,male,0
10040,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
226913,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
216167,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
226910,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
234607,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
234452,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
218548,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
216947,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
218746,Alupa Clarke,http://www.wikidata.org/entity/Q21158712,Alupa Clarke,1986-04-04,1986,4,4,male,0
10510,François-Philippe Champagne,http://www.wikidata.org/entity/Q21159815,François-Philippe Champagne,1970-06-25,1970,6,25,male,0
220002,François-Philippe Champagne,http://www.wikidata.org/entity/Q21159815,François-Philippe Champagne,1970-06-25,1970,6,25,male,0
229217,François-Philippe Champagne,http://www.wikidata.org/entity/Q21159815,François-Philippe Champagne,1970-06-25,1970,6,25,male,0
241626,François-Philippe Champagne,http://www.wikidata.org/entity/Q21159815,François-Philippe Champagne,1970-06-25,1970,6,25,male,0
9347,Joël Lightbound,http://www.wikidata.org/entity/Q21159821,Joël Lightbound,1988-02-08,1988,2,8,male,0
219012,Joël Lightbound,http://www.wikidata.org/entity/Q21159821,Joël Lightbound,1988-02-08,1988,2,8,male,0
234563,Joël Lightbound,http://www.wikidata.org/entity/Q21159821,Joël Lightbound,1988-02-08,1988,2,8,male,0
229488,Joël Lightbound,http://www.wikidata.org/entity/Q21159821,Joël Lightbound,1988-02-08,1988,2,8,male,0
242081,Joël Lightbound,http://www.wikidata.org/entity/Q21159821,Joël Lightbound,1988-02-08,1988,2,8,male,0
10312,Maryam Monsef,http://www.wikidata.org/entity/Q21162694,Maryam Monsef,1985-11-07,1985,11,7,female,0
214191,Maryam Monsef,http://www.wikidata.org/entity/Q21162694,Maryam Monsef,1985-11-07,1985,11,7,female,0
229211,Maryam Monsef,http://www.wikidata.org/entity/Q21162694,Maryam Monsef,1985-11-07,1985,11,7,female,0
245230,Maryam Monsef,http://www.wikidata.org/entity/Q21162694,Maryam Monsef,1985-11-07,1985,11,7,female,0
246261,Maryam Monsef,http://www.wikidata.org/entity/Q21162694,Maryam Monsef,1985-11-07,1985,11,7,female,0
9337,Marilène Gill,http://www.wikidata.org/entity/Q21167969,Marilène Gill,1977-03-01,1977,3,1,female,0
214530,Marilène Gill,http://www.wikidata.org/entity/Q21167969,Marilène Gill,1977-03-01,1977,3,1,female,0
9873,Andy Fillmore,http://www.wikidata.org/entity/Q21174009,Andy Fillmore,1966-04-25,1966,4,25,male,0
219925,Andy Fillmore,http://www.wikidata.org/entity/Q21174009,Andy Fillmore,1966-04-25,1966,4,25,male,0
234575,Andy Fillmore,http://www.wikidata.org/entity/Q21174009,Andy Fillmore,1966-04-25,1966,4,25,male,0
229489,Andy Fillmore,http://www.wikidata.org/entity/Q21174009,Andy Fillmore,1966-04-25,1966,4,25,male,0
242064,Andy Fillmore,http://www.wikidata.org/entity/Q21174009,Andy Fillmore,1966-04-25,1966,4,25,male,0
10201,Bill Morneau,http://www.wikidata.org/entity/Q21175197,Bill Morneau,1962-10-07,1962,10,7,male,0
213961,Bill Morneau,http://www.wikidata.org/entity/Q21175197,Bill Morneau,1962-10-07,1962,10,7,male,0
9935,Sven Spengemann,http://www.wikidata.org/entity/Q21175255,Sven Spengemann,1966-10-03,1966,10,3,male,0
215970,Sven Spengemann,http://www.wikidata.org/entity/Q21175255,Sven Spengemann,1966-10-03,1966,10,3,male,0
9589,Gabriel Ste-Marie,http://www.wikidata.org/entity/Q21177259,Gabriel Ste-Marie,1980-01-01,1980,1,1,male,0
224178,Gabriel Ste-Marie,http://www.wikidata.org/entity/Q21177259,Gabriel Ste-Marie,1980-01-01,1980,1,1,male,0
214661,Michel Picard,http://www.wikidata.org/entity/Q21178739,Michel Picard,1960-02-15,1960,2,15,male,0
8655,Michel Picard,http://www.wikidata.org/entity/Q21178739,Michel Picard,1960-02-15,1960,2,15,male,0
219992,Michel Picard,http://www.wikidata.org/entity/Q21178739,Michel Picard,1960-02-15,1960,2,15,male,0
235608,Michel Picard,http://www.wikidata.org/entity/Q21178739,Michel Picard,1960-02-15,1960,2,15,male,0
229549,Michel Picard,http://www.wikidata.org/entity/Q21178739,Michel Picard,1960-02-15,1960,2,15,male,0
213934,Geng Tan,http://www.wikidata.org/entity/Q21210275,Geng Tan,1963-12-01,1963,12,1,male,0
9908,Geng Tan,http://www.wikidata.org/entity/Q21210275,Geng Tan,1963-12-01,1963,12,1,male,0
219962,Geng Tan,http://www.wikidata.org/entity/Q21210275,Geng Tan,1963-12-01,1963,12,1,male,0
10418,Richard Cannings,http://www.wikidata.org/entity/Q21228464,Richard Cannings,1954-03-31,1954,3,31,male,0
217331,Richard Cannings,http://www.wikidata.org/entity/Q21228464,Richard Cannings,1954-03-31,1954,3,31,male,0
217185,Richard Cannings,http://www.wikidata.org/entity/Q21228464,Richard Cannings,1954-03-31,1954,3,31,male,0
9855,Greg Fergus,http://www.wikidata.org/entity/Q21281905,Greg Fergus,1969-05-31,1969,5,31,male,0
219926,Greg Fergus,http://www.wikidata.org/entity/Q21281905,Greg Fergus,1969-05-31,1969,5,31,male,0
219781,Greg Fergus,http://www.wikidata.org/entity/Q21281905,Greg Fergus,1969-05-31,1969,5,31,male,0
229553,Greg Fergus,http://www.wikidata.org/entity/Q21281905,Greg Fergus,1969-05-31,1969,5,31,male,0
248634,Greg Fergus,http://www.wikidata.org/entity/Q21281905,Greg Fergus,1969-05-31,1969,5,31,male,0
10162,Xavier Barsalou-Duval,http://www.wikidata.org/entity/Q21284594,Xavier Barsalou-Duval,1988-11-10,1988,11,10,male,0
214562,Xavier Barsalou-Duval,http://www.wikidata.org/entity/Q21284594,Xavier Barsalou-Duval,1988-11-10,1988,11,10,male,0
10345,Monique Pauzé,http://www.wikidata.org/entity/Q21286025,Monique Pauzé,1950-01-01,1950,1,1,female,0
214054,Monique Pauzé,http://www.wikidata.org/entity/Q21286025,Monique Pauzé,1950-01-01,1950,1,1,female,0
10340,Alain Rayes,http://www.wikidata.org/entity/Q21296174,Alain Rayes,1971-12-11,1971,12,11,male,0
217508,Alain Rayes,http://www.wikidata.org/entity/Q21296174,Alain Rayes,1971-12-11,1971,12,11,male,0
226919,Alain Rayes,http://www.wikidata.org/entity/Q21296174,Alain Rayes,1971-12-11,1971,12,11,male,0
10380,Catherine McKenna,http://www.wikidata.org/entity/Q21335996,Catherine McKenna,1971-08-05,1971,8,5,female,0
214082,Catherine McKenna,http://www.wikidata.org/entity/Q21335996,Catherine McKenna,1971-08-05,1971,8,5,female,0
9300,Celina Caesar-Chavannes,http://www.wikidata.org/entity/Q21336060,Celina Caesar-Chavannes,1974-06-24,1974,6,24,female,0
214658,Celina Caesar-Chavannes,http://www.wikidata.org/entity/Q21336060,Celina Caesar-Chavannes,1974-06-24,1974,6,24,female,0
229499,Celina Caesar-Chavannes,http://www.wikidata.org/entity/Q21336060,Celina Caesar-Chavannes,1974-06-24,1974,6,24,female,0
9666,Diane Lebouthillier,http://www.wikidata.org/entity/Q21336098,Diane Lebouthillier,1959-02-05,1959,2,5,female,0
213875,Diane Lebouthillier,http://www.wikidata.org/entity/Q21336098,Diane Lebouthillier,1959-02-05,1959,2,5,female,0
9572,Marco Mendicino,http://www.wikidata.org/entity/Q21336208,Marco Mendicino,1973-07-28,1973,7,28,male,0
219841,Marco Mendicino,http://www.wikidata.org/entity/Q21336208,Marco Mendicino,1973-07-28,1973,7,28,male,0
229487,Marco Mendicino,http://www.wikidata.org/entity/Q21336208,Marco Mendicino,1973-07-28,1973,7,28,male,0
242084,Marco Mendicino,http://www.wikidata.org/entity/Q21336208,Marco Mendicino,1973-07-28,1973,7,28,male,0
9678,Marie-Claude Bibeau,http://www.wikidata.org/entity/Q21356553,Marie-Claude Bibeau,1970-03-01,1970,3,1,female,0
213943,Marie-Claude Bibeau,http://www.wikidata.org/entity/Q21356553,Marie-Claude Bibeau,1970-03-01,1970,3,1,female,0
214322,Marie-Claude Bibeau,http://www.wikidata.org/entity/Q21356553,Marie-Claude Bibeau,1970-03-01,1970,3,1,female,0
246260,Marie-Claude Bibeau,http://www.wikidata.org/entity/Q21356553,Marie-Claude Bibeau,1970-03-01,1970,3,1,female,0
10497,Carla Qualtrough,http://www.wikidata.org/entity/Q21384927,Carla Qualtrough,1971-10-15,1971,10,15,female,0
214407,Carla Qualtrough,http://www.wikidata.org/entity/Q21384927,Carla Qualtrough,1971-10-15,1971,10,15,female,0
233810,Carla Qualtrough,http://www.wikidata.org/entity/Q21384927,Carla Qualtrough,1971-10-15,1971,10,15,female,0
241635,Carla Qualtrough,http://www.wikidata.org/entity/Q21384927,Carla Qualtrough,1971-10-15,1971,10,15,female,0
241634,Carla Qualtrough,http://www.wikidata.org/entity/Q21384927,Carla Qualtrough,1971-10-15,1971,10,15,female,0
9380,Simon Marcil,http://www.wikidata.org/entity/Q21400450,Simon Marcil,1953-01-01,1953,1,1,male,0
214017,Simon Marcil,http://www.wikidata.org/entity/Q21400450,Simon Marcil,1953-01-01,1953,1,1,male,0
10075,Bardish Chagger,http://www.wikidata.org/entity/Q21402871,Bardish Chagger,1980-04-06,1980,4,6,female,0
224672,Bardish Chagger,http://www.wikidata.org/entity/Q21402871,Bardish Chagger,1980-04-06,1980,4,6,female,0
214374,Bardish Chagger,http://www.wikidata.org/entity/Q21402871,Bardish Chagger,1980-04-06,1980,4,6,female,0
10533,Michel Boudrias,http://www.wikidata.org/entity/Q21428260,Michel Boudrias,1977-01-01,1977,1,1,male,0
214062,Michel Boudrias,http://www.wikidata.org/entity/Q21428260,Michel Boudrias,1977-01-01,1977,1,1,male,0
869,Bob Saroya,http://www.wikidata.org/entity/Q21470126,Bob Saroya,1952-02-03,1952,2,3,male,0
218570,Bob Saroya,http://www.wikidata.org/entity/Q21470126,Bob Saroya,1952-02-03,1952,2,3,male,0
236946,Bob Saroya,http://www.wikidata.org/entity/Q21470126,Bob Saroya,1952-02-03,1952,2,3,male,0
220516,Marwan Tabbara,http://www.wikidata.org/entity/Q21471154,Marwan Tabbara,1984-08-23,1984,8,23,male,0
9608,Marwan Tabbara,http://www.wikidata.org/entity/Q21471154,Marwan Tabbara,1984-08-23,1984,8,23,male,0
10281,Chris Bittle,http://www.wikidata.org/entity/Q21572835,Chris Bittle,1979-02-17,1979,2,17,male,0
219879,Chris Bittle,http://www.wikidata.org/entity/Q21572835,Chris Bittle,1979-02-17,1979,2,17,male,0
234610,Chris Bittle,http://www.wikidata.org/entity/Q21572835,Chris Bittle,1979-02-17,1979,2,17,male,0
10277,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
217294,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
217153,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
217226,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
225000,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
240823,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
237492,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
240870,Rachel Blaney,http://www.wikidata.org/entity/Q21572837,Rachel Blaney,1974-01-01,1974,1,1,female,0
